trip_id,ambulance_id,start_time,distance_km,expected_duration_min,time_of_day,congestion_level,avg_speed_kmph,weather_condition,weather_severity,visibility_m,speed_drop_rate,delay_minutes,delay_cause,actual_duration_min,active_trip_time_min,availability_time_min
T195,A26,21-09-2025 02:17,13.81,20.71,Afternoon,High,25.49,Rain,1,750,0.2949,8.78,Traffic,29.49,25.92,10.51
T196,A16,07-09-2025 08:35,9.87,14.8,Night,Low,39.61,Clear,0,944,0,-0.57,No Delay,14.23,4.18,15.24
T197,A18,18-09-2025 07:57,22.3,33.45,Afternoon,Low,55.78,Clear,0,903,0.0115,-0.22,No Delay,33.23,0.26,43.23
T198,A39,08-09-2025 03:23,17.31,25.96,Evening Peak,Low,50.71,Fog,2,285,0.17,6.3,Weather,32.26,11.61,25.32
T199,A18,30-09-2025 23:08,3.81,5.71,Afternoon,High,19.66,Fog,2,181,1.1185,2.65,Incident,8.36,4.91,10.57
T200,A26,15-09-2025 05:17,21.2,31.8,Night,Medium,21,Rain,1,588,1.2154,18.52,Incident,50.32,26.52,27.72
T201,A49,13-09-2025 09:06,24.82,37.23,Evening Peak,High,19.33,Fog,2,190,1.1952,11,Incident,48.23,34.28,19.54
T202,A20,01-09-2025 13:32,12.05,18.08,Night,Low,37.49,Clear,0,931,0.0811,0.95,No Delay,19.03,13.81,11.96
T203,A3,25-09-2025 02:54,23,34.5,Afternoon,Low,35.41,Storm,3,287,0.2405,11.81,Weather,46.31,27.96,25.75
T204,A43,30-09-2025 19:18,11.68,17.52,Evening Peak,High,13.19,Clear,0,753,1.0048,10.29,Incident,27.81,15.46,20.59
T205,A7,27-09-2025 22:09,24.43,36.65,Afternoon,Medium,40.92,Storm,3,197,0.3454,13.08,Weather,49.73,21.99,33.87
T206,A49,29-09-2025 10:49,10.3,15.45,Morning Peak,High,31.93,Clear,0,964,0.3979,4.82,Traffic,20.27,14.06,12.69
T207,A13,21-09-2025 23:41,17.99,26.98,Evening Peak,High,39.13,Clear,0,809,0.4155,8.71,Traffic,35.69,12.69,25.43
T208,A5,24-09-2025 14:05,10.92,16.38,Afternoon,Medium,50.59,Fog,2,302,0.3448,2.81,Weather,19.19,12.57,14.36
T209,A15,07-09-2025 06:52,14.56,21.84,Night,Medium,26.06,Rain,1,700,0.5273,7.17,Incident,29.01,15.57,15.57
T210,A35,17-09-2025 06:20,16.06,24.09,Night,Low,44,Clear,0,848,0,-0.93,No Delay,23.16,14.72,15.73
T211,A1,23-09-2025 00:18,21.99,32.98,Afternoon,Medium,22.07,Storm,3,130,0.4605,9.25,Weather,42.23,11.35,33.34
T212,A39,27-09-2025 00:07,2.52,3.78,Night,Low,55.56,Clear,0,846,0,0.1,No Delay,3.88,0.84,6.64
T213,A7,14-09-2025 08:37,8.85,13.28,Afternoon,Low,49.54,Fog,2,216,0.0868,2.11,Weather,15.39,8.11,15.48
T214,A5,02-09-2025 14:59,2.77,4.16,Evening Peak,High,17.39,Clear,0,878,0.2855,0.95,Traffic,5.11,1.15,6.98
T215,A6,21-09-2025 21:08,22.98,34.47,Afternoon,High,16.76,Storm,3,167,0.4108,13.81,Incident,48.28,27.95,25.96
T216,A13,18-09-2025 22:11,4.64,6.96,Evening Peak,High,36.12,Clear,0,791,0.2546,3.54,Traffic,10.5,3.53,14.46
T217,A12,19-09-2025 16:34,20.39,30.59,Afternoon,High,21.86,Fog,2,227,0.9901,12.14,Incident,42.73,16.39,29.34
T218,A31,28-09-2025 10:32,8.09,12.13,Evening Peak,Low,40.81,Clear,0,974,0.0366,-0.18,No Delay,11.95,8.21,9.06
T219,A12,23-09-2025 01:49,18.72,28.08,Evening Peak,Medium,13.64,Fog,2,232,0.7673,14.94,Incident,43.02,20.71,28.53
T220,A8,01-09-2025 22:07,9.21,13.82,Afternoon,Low,46.06,Clear,0,920,0.0205,0.72,No Delay,14.54,0.12,18.96
T221,A26,20-09-2025 15:14,14.08,21.12,Afternoon,Medium,20.41,Clear,0,857,0.216,10.01,Traffic,31.13,21.08,14.55
T222,A47,21-09-2025 20:55,26.76,40.14,Afternoon,Low,45.13,Clear,0,769,0,0,No Delay,40.14,13.14,31.2
T223,A35,25-09-2025 10:15,22.25,33.38,Afternoon,High,11.29,Clear,0,768,1.3291,12.24,Incident,45.62,21.16,26.88
T224,A4,08-09-2025 10:59,25.95,38.92,Afternoon,Medium,21.64,Rain,1,453,0,12.38,Weather,51.3,9.02,51.42
T225,A23,03-09-2025 09:01,25.04,37.56,Evening Peak,High,30.96,Rain,1,561,0.0488,14.79,Traffic,52.35,43.35,13.58
T226,A32,03-09-2025 09:54,16.05,24.07,Evening Peak,Low,43.4,Fog,2,360,0.4045,8.49,Weather,32.56,19.16,18.38
T227,A22,09-09-2025 01:31,15.81,23.71,Afternoon,Medium,26.74,Storm,3,217,0.1959,4.78,Weather,28.49,19.25,13.37
T228,A11,20-09-2025 05:42,19.33,28.99,Afternoon,Medium,37.66,Storm,3,195,0.4578,9.3,Weather,38.29,11.02,30.4
T229,A17,25-09-2025 11:36,12.69,19.04,Night,Low,38.59,Clear,0,834,0.0019,-0.39,No Delay,18.65,1.29,23.53
T230,A35,16-09-2025 18:47,2.37,3.56,Night,High,25,Clear,0,894,0.034,1.66,Traffic,5.22,0.33,10.59
T231,A13,04-09-2025 13:16,18.12,27.18,Night,Low,48.42,Clear,0,977,0.0755,-0.48,No Delay,26.7,10.23,22.14
T232,A41,23-09-2025 07:17,3.3,4.95,Afternoon,Medium,6.4,Clear,0,852,0.514,2.41,Traffic,7.36,0.94,13.45
T233,A1,15-09-2025 19:50,18.08,27.12,Morning Peak,High,35.34,Clear,0,854,0.0976,10.04,Traffic,37.16,22.53,23.74
T234,A9,06-09-2025 00:58,24.43,36.65,Night,High,16.79,Fog,2,152,0.8084,11.45,Incident,48.1,11.04,37.55
T235,A7,07-09-2025 22:56,9.65,14.48,Afternoon,Low,44.45,Clear,0,1053,0.0114,0.38,No Delay,14.86,12.82,4.52
T236,A14,24-09-2025 06:41,15.05,22.58,Night,Medium,41.42,Fog,2,341,0.4557,3.71,Weather,26.29,4.45,22.51
T237,A18,04-09-2025 23:09,28,42,Afternoon,Medium,26.39,Fog,2,205,0.6149,10.29,Weather,52.29,5.32,55.61
T238,A17,28-09-2025 06:04,22.36,33.54,Morning Peak,Low,53.16,Clear,0,978,0.1007,-1.15,No Delay,32.39,23.92,16.31
T239,A11,25-09-2025 05:39,20.93,31.39,Morning Peak,Low,43.14,Rain,1,541,0.1263,10.15,Weather,41.54,19.04,30.25
T240,A16,06-09-2025 08:35,11.76,17.64,Afternoon,High,10.34,Fog,2,323,1.3299,10.56,Incident,28.2,22.29,11.25
T241,A44,24-09-2025 04:47,11.83,17.75,Afternoon,Low,50.4,Clear,0,914,0.0388,-0.39,No Delay,17.36,1.68,19.5
T242,A23,13-09-2025 06:37,25.23,37.84,Afternoon,Low,42.3,Clear,0,811,0.2479,1.27,No Delay,39.11,21.04,22.48
T243,A6,14-09-2025 03:18,14.3,21.45,Evening Peak,High,10.06,Storm,3,259,0.5875,10.62,Incident,32.07,19.52,16.17
T244,A18,19-09-2025 18:50,5.25,7.88,Night,High,19.17,Fog,2,236,0.569,2.99,Incident,10.87,0.08,16.73
T245,A4,28-09-2025 06:58,11.16,16.74,Afternoon,Medium,23.9,Clear,0,941,0.3145,6.37,Traffic,23.11,20.23,6
T246,A36,06-09-2025 03:14,28.49,42.73,Evening Peak,High,26.75,Rain,1,599,0.0703,19.33,Traffic,62.06,26.12,42.12
T247,A15,29-09-2025 08:54,15.82,23.73,Morning Peak,High,31.07,Rain,1,521,0.2229,11.73,Incident,35.46,17.54,25.52
T248,A38,22-09-2025 18:19,2.92,4.38,Evening Peak,High,40.88,Rain,1,563,0.0638,2.2,Traffic,6.58,5.52,5.01
T249,A43,15-09-2025 04:07,14.47,21.71,Evening Peak,Medium,24.32,Clear,0,860,0.0023,4.37,Traffic,26.08,22.15,10.73
T250,A21,22-09-2025 13:14,3.44,5.16,Night,High,19.76,Fog,2,181,0.6986,2.3,Incident,7.46,2.29,9.12
T251,A38,14-09-2025 09:16,20.43,30.65,Afternoon,High,22.25,Fog,2,335,1.4295,15.17,Incident,45.82,28.21,25.16
T252,A49,04-09-2025 22:48,29.78,44.67,Afternoon,High,11.17,Clear,0,921,1.038,20.23,Incident,64.9,21.37,51.58
T253,A21,13-09-2025 20:09,28.35,42.52,Morning Peak,High,24.81,Rain,1,621,0.3178,12.38,Traffic,54.9,28.72,33.44
T254,A26,10-09-2025 00:14,19.85,29.78,Evening Peak,Medium,31.83,Clear,0,866,0.3363,13.56,Traffic,43.34,16.08,32.07
T255,A15,28-09-2025 05:35,11.75,17.62,Morning Peak,High,19.94,Rain,1,671,0.177,6.55,Traffic,24.17,11.77,19.96
T256,A19,19-09-2025 23:16,9.62,14.43,Night,Low,59.17,Clear,0,1037,0.1031,0.2,No Delay,14.63,9.64,12.06
T257,A7,02-09-2025 19:48,11.41,17.12,Morning Peak,High,39.22,Storm,3,159,0.5221,2.3,Weather,19.42,14.94,11.53
T258,A3,22-09-2025 01:57,16.09,24.13,Morning Peak,Medium,19.06,Clear,0,821,0.1185,9.21,Traffic,33.34,1.85,41.62
T259,A40,09-09-2025 04:52,14.48,21.72,Morning Peak,Low,33.69,Clear,0,782,0.0956,-0.01,No Delay,21.71,2.64,19.65
T260,A7,10-09-2025 20:31,7.96,11.94,Night,Low,47.53,Clear,0,1042,0,-0.21,No Delay,11.73,3.42,15.7
T261,A21,06-09-2025 22:16,4.95,7.42,Morning Peak,High,26.23,Clear,0,972,0.4338,3.11,Traffic,10.53,6.31,12.74
T262,A26,04-09-2025 14:03,6.92,10.38,Morning Peak,High,25.07,Clear,0,821,0.3998,2.67,Traffic,13.05,4.63,13.88
T263,A36,19-09-2025 08:46,28.4,42.6,Evening Peak,Medium,16.09,Rain,1,603,0.2532,19.61,Traffic,62.21,22.47,43.31
T264,A29,01-09-2025 07:32,14.67,22.01,Morning Peak,High,26.09,Rain,1,389,0.5244,8.6,Incident,30.61,18.85,16.93
T265,A13,28-09-2025 00:50,12.63,18.95,Morning Peak,Medium,26.94,Rain,1,720,0.2586,6.43,Traffic,25.38,20.33,9.93
T266,A6,02-09-2025 22:54,18.93,28.39,Evening Peak,High,39.35,Clear,0,873,0.1755,10.88,Traffic,39.27,32.12,11.03
T267,A13,25-09-2025 01:08,11.05,16.57,Morning Peak,High,37.15,Rain,1,572,0.312,5.37,Traffic,21.94,9,16.88
T268,A17,08-09-2025 12:53,26.39,39.59,Afternoon,Low,44.76,Fog,2,359,0.1563,4.22,Weather,43.81,38.21,11.26
T269,A41,04-09-2025 13:28,7.67,11.51,Afternoon,Low,36.15,Fog,2,345,0,3.04,Weather,14.55,5.74,16.15
T270,A49,13-09-2025 17:27,3.97,5.96,Afternoon,Medium,41.21,Clear,0,902,0.0524,-0.03,No Delay,5.93,0.84,9.02
T271,A29,13-09-2025 12:38,10.52,15.78,Afternoon,Low,51.92,Clear,0,856,0.089,-0.33,No Delay,15.45,8.89,8.97
T272,A1,14-09-2025 02:53,22.19,33.29,Evening Peak,High,27.33,Clear,0,1012,0.265,12.16,Traffic,45.45,15.31,32.73
T273,A14,23-09-2025 15:39,17.21,25.82,Evening Peak,High,12.62,Rain,1,663,0.8821,13.34,Incident,39.16,15.03,30.13
T274,A44,30-09-2025 19:50,28.5,42.75,Morning Peak,Medium,48.15,Clear,0,893,0.0167,2,No Delay,44.75,17.56,31.26
T275,A23,22-09-2025 08:30,6.77,10.15,Afternoon,High,24.91,Rain,1,680,0.3008,5.25,Traffic,15.4,10.99,7.64
T276,A27,19-09-2025 12:09,15.21,22.82,Night,Medium,35.71,Fog,2,197,0.3298,8.09,Weather,30.91,3.52,30.51
T277,A28,06-09-2025 17:42,9.7,14.55,Afternoon,High,30.46,Clear,0,816,0.2084,3.11,Traffic,17.66,5.93,19.66
T278,A15,11-09-2025 19:22,14.56,21.84,Night,Low,36.35,Storm,3,123,0.5516,7.11,Weather,28.95,8.78,27.5
T279,A4,20-09-2025 05:10,19.83,29.74,Night,Low,40.91,Storm,3,269,0.2522,4.56,Weather,34.3,15.82,23.49
T280,A47,10-09-2025 13:02,25.19,37.79,Night,Medium,30.73,Rain,1,547,0.5425,9.11,Traffic,46.9,31.71,23.7
T281,A14,01-09-2025 16:11,23.36,35.04,Night,High,15.35,Rain,1,432,0.4471,14.12,Incident,49.16,17.5,37.99
T282,A16,27-09-2025 08:06,5.89,8.83,Morning Peak,High,17.99,Rain,1,677,1.2212,3.87,Incident,12.7,0.63,19.03
T283,A33,21-09-2025 00:46,8.91,13.37,Night,Low,50.77,Clear,0,923,0.0288,0.12,No Delay,13.49,6.82,14.15
T284,A49,11-09-2025 06:57,19.19,28.79,Afternoon,Low,55.44,Clear,0,1005,0.0954,1.2,No Delay,29.99,4.8,25.36
T285,A25,24-09-2025 04:08,17.53,26.3,Morning Peak,High,19.93,Clear,0,783,0.1918,9.53,Traffic,35.83,9.66,28.65
T286,A8,17-09-2025 12:04,4.11,6.17,Morning Peak,High,21,Clear,0,1008,0.5884,2.91,Incident,9.08,0.69,15.24
T287,A6,30-09-2025 20:19,13.37,20.05,Night,Low,41.37,Clear,0,917,0.0489,1.19,No Delay,21.24,12.99,15.02
T288,A3,23-09-2025 07:58,5.4,8.1,Afternoon,Low,50.25,Storm,3,253,0.33,2.03,Weather,10.13,8.25,6.29
T289,A6,14-09-2025 03:36,18.61,27.91,Evening Peak,High,31.6,Rain,1,516,0.0442,13.75,Traffic,41.66,12.48,32.82
T290,A5,14-09-2025 19:10,26.41,39.62,Night,Low,54.84,Clear,0,1041,0.0286,-1.37,No Delay,38.25,18.07,29.45
T291,A37,19-09-2025 18:02,8.09,12.13,Afternoon,Low,39.69,Clear,0,902,0,0.38,No Delay,12.51,9.06,9.1
T292,A13,14-09-2025 01:14,11.29,16.93,Evening Peak,Medium,25.94,Fog,2,178,0.2637,6.54,Weather,23.47,3.5,24.1
T293,A44,30-09-2025 03:38,27.42,41.13,Morning Peak,High,26.88,Rain,1,420,0.0967,15.5,Traffic,56.63,15.59,50.61
T294,A39,11-09-2025 08:13,19.23,28.84,Morning Peak,High,24.21,Rain,1,476,0.139,7.95,Traffic,36.79,6.63,35.6
T295,A10,20-09-2025 00:50,21.84,32.76,Evening Peak,Medium,51.28,Fog,2,197,0.3121,7.65,Weather,40.41,31.31,12.57
T296,A28,26-09-2025 11:08,20.02,30.03,Night,Low,39.21,Clear,0,888,0,1.39,No Delay,31.42,2.85,35.82
T297,A17,16-09-2025 01:38,20.76,31.14,Night,Medium,19,Rain,1,469,0.0224,12.07,Traffic,43.21,9.95,35.98
T298,A15,28-09-2025 23:38,3.47,5.21,Afternoon,High,16.18,Clear,0,904,0.4501,1.27,Traffic,6.48,1.64,10.38
T299,A21,24-09-2025 05:29,21.77,32.66,Evening Peak,High,25.85,Clear,0,919,0.8882,9.35,Incident,42.01,20.48,25.39
T300,A39,19-09-2025 01:45,11.89,17.84,Night,Low,46.7,Clear,0,1030,0,0.34,No Delay,18.18,15.8,5.63
T301,A39,17-09-2025 08:39,7,10.5,Morning Peak,Medium,33.9,Clear,0,1068,0.042,0.55,No Delay,11.05,1.56,13.66
T302,A45,10-09-2025 03:32,25.81,38.71,Afternoon,Low,41.01,Clear,0,865,0,0.78,No Delay,39.49,7.15,35.77
T303,A33,16-09-2025 06:30,9.22,13.83,Night,High,29.6,Fog,2,259,0.3168,2.77,Weather,16.6,5.32,14.56
T304,A31,24-09-2025 16:35,29.36,44.04,Morning Peak,High,29.07,Clear,0,978,0.396,19.75,Traffic,63.79,26.11,45.19
T305,A36,24-09-2025 14:43,11.54,17.31,Afternoon,Low,48.98,Fog,2,229,0.0405,4.65,Weather,21.96,1,26.62
T306,A24,19-09-2025 17:47,22.01,33.02,Evening Peak,High,20.62,Rain,1,691,0.667,10.55,Incident,43.57,35.24,12.11
T307,A44,23-09-2025 04:58,17.38,26.07,Night,High,14.67,Rain,1,588,1.0788,13.43,Incident,39.5,32.08,9.61
T308,A40,16-09-2025 01:59,7.23,10.85,Night,Medium,33.41,Storm,3,257,0.2438,4.65,Weather,15.5,1.56,19.71
T309,A13,11-09-2025 22:13,26.03,39.05,Night,Low,42.5,Clear,0,1019,0,-1.46,No Delay,37.59,10.78,37.9
T310,A40,10-09-2025 23:29,25.63,38.44,Morning Peak,Medium,16.61,Clear,0,880,0,17.41,Traffic,55.85,33.49,31.12
T311,A2,11-09-2025 20:54,24.57,36.85,Evening Peak,High,30.16,Fog,2,195,0.3223,4.21,Weather,41.06,14.87,29.95
T312,A45,10-09-2025 14:38,25.98,38.97,Evening Peak,Low,40.95,Fog,2,360,0.2327,15.95,Weather,54.92,27.49,29.8
T313,A7,15-09-2025 23:31,19.27,28.91,Night,Medium,25.24,Clear,0,1079,0.2747,10.66,Traffic,39.57,25.13,19.15
T314,A14,04-09-2025 22:22,22.56,33.84,Morning Peak,High,17.5,Clear,0,990,0.4983,19.56,Incident,53.4,6.16,52.66
T315,A20,14-09-2025 17:01,28,42,Morning Peak,High,41.33,Fog,2,277,0,14.75,Traffic,56.75,22.47,38.69
T316,A4,06-09-2025 07:42,14.51,21.77,Night,Low,57.49,Clear,0,1026,0,1.24,No Delay,23.01,7.2,20.21
T317,A19,03-09-2025 09:04,4.72,7.08,Morning Peak,High,22.45,Clear,0,1006,0.1964,3.22,Incident,10.3,1.51,12.39
T318,A26,28-09-2025 19:12,26.95,40.42,Morning Peak,High,47.65,Rain,1,646,0.3819,16.08,Weather,56.5,39.63,22.5
T319,A25,24-09-2025 00:07,28.4,42.6,Night,Medium,21.75,Clear,0,899,1.2434,17.18,Incident,59.78,39.93,26.51
T320,A49,18-09-2025 11:56,5.71,8.56,Afternoon,High,25.89,Rain,1,598,0.3487,1.3,Weather,9.86,2.39,14.22
T321,A36,13-09-2025 08:17,15.65,23.47,Evening Peak,High,18.48,Fog,2,196,0.9077,10.95,Incident,34.42,0.6,38.36
T322,A30,29-09-2025 05:31,27.35,41.03,Afternoon,High,21.45,Fog,2,275,0.5433,23.54,Incident,64.57,21.92,43.58
T323,A3,25-09-2025 19:47,28.25,42.38,Evening Peak,Medium,22.41,Clear,0,805,0.2456,21.68,Traffic,64.06,45.43,24.73
T324,A34,15-09-2025 13:18,16.91,25.37,Afternoon,Low,33.61,Rain,1,600,0.4794,3.93,Weather,29.3,16.06,15.15
T325,A20,04-09-2025 05:29,2.17,3.25,Night,Low,42,Clear,0,901,0,0,Weather,3.25,0.35,9.02
T326,A38,26-09-2025 10:44,16.66,24.99,Afternoon,Low,53.03,Clear,0,830,0,0.81,No Delay,25.8,4.58,26.9
T327,A47,16-09-2025 10:04,20.96,31.44,Evening Peak,Medium,30.58,Clear,0,776,0.3716,5.73,Traffic,37.17,29.37,11.32
T328,A44,24-09-2025 13:15,19.77,29.65,Morning Peak,Low,47.63,Clear,0,904,0,0.31,No Delay,29.96,20.78,16.72
T329,A13,22-09-2025 23:25,13.99,20.98,Night,High,32.16,Clear,0,866,1.1605,12.68,Incident,33.66,20.26,22.52
T330,A37,25-09-2025 17:12,26.75,40.12,Morning Peak,High,24.45,Storm,3,241,1.1727,16.95,Incident,57.07,18.19,44.57
T331,A24,14-09-2025 08:45,21.7,32.55,Morning Peak,Medium,12.99,Storm,3,146,1.2337,14.62,Incident,47.17,32.65,22.16
T332,A16,04-09-2025 03:48,7.72,11.58,Night,Low,40.19,Clear,0,743,0.0309,-0.18,No Delay,11.4,7.92,6.83
T333,A9,26-09-2025 06:38,15.29,22.93,Afternoon,High,16.95,Rain,1,731,1.0878,6.71,Incident,29.64,3.72,34.91
T334,A48,18-09-2025 23:42,17.96,26.94,Night,Low,40.8,Clear,0,812,0.0122,-0.19,No Delay,26.75,7.73,26.08
T335,A22,20-09-2025 03:03,3.52,5.28,Night,Low,51.96,Clear,0,793,0.0097,-0.15,No Delay,5.13,3.02,5.68
T336,A37,29-09-2025 07:46,6.29,9.44,Night,Medium,54.49,Clear,0,864,0.0405,-0.18,No Delay,9.26,0.71,15.53
T337,A7,24-09-2025 03:36,14.35,21.53,Afternoon,Low,33.22,Clear,0,831,0.1788,0.66,No Delay,22.19,8.09,18.28
T338,A27,09-09-2025 09:05,5.43,8.14,Afternoon,Low,43.06,Clear,0,881,0,0.24,No Delay,8.38,2.4,7.7
T339,A43,10-09-2025 19:25,4.73,7.1,Afternoon,High,17.31,Fog,2,237,1.3697,2.41,Incident,9.51,3.4,11.19
T340,A23,18-09-2025 16:47,25.13,37.7,Evening Peak,Low,48.96,Clear,0,787,0.1335,1.13,No Delay,38.83,24.08,20.5
T341,A9,09-09-2025 03:27,18.84,28.26,Night,High,19.82,Fog,2,194,0.7621,13.11,Incident,41.37,16.96,28.52
T342,A36,15-09-2025 15:09,22.69,34.04,Evening Peak,Medium,18.3,Fog,2,389,0.6954,17.03,Incident,51.07,19.15,36.03
T343,A39,04-09-2025 07:21,24.37,36.56,Evening Peak,Medium,24.91,Clear,0,974,0.3491,16.14,Traffic,52.7,8.18,46.2
T344,A48,18-09-2025 03:29,9.35,14.02,Morning Peak,Medium,31.96,Clear,0,886,0.121,4.36,Traffic,18.38,9.81,10.43
T345,A32,18-09-2025 01:20,7.55,11.32,Morning Peak,Medium,37.56,Fog,2,293,0.4635,1.47,Weather,12.79,1.3,17.56
T346,A12,07-09-2025 18:46,2.02,3.03,Morning Peak,Low,48.45,Storm,3,98,0.2657,0.32,Weather,3.35,1.12,4.44
T347,A35,08-09-2025 22:56,16.49,24.73,Evening Peak,Medium,18.69,Clear,0,883,1.1439,13.59,Incident,38.32,24.78,17.72
T348,A32,06-09-2025 07:57,29.98,44.97,Afternoon,Low,39.69,Fog,2,128,0.4633,18.23,Weather,63.2,29.49,37.82
T349,A23,24-09-2025 10:22,23.05,34.58,Morning Peak,High,35.09,Clear,0,960,0.1751,8.26,Traffic,42.84,37.73,11.43
T350,A16,17-09-2025 19:59,17.47,26.2,Evening Peak,High,17.93,Clear,0,813,0.3293,8.17,Traffic,34.37,29.26,10.04
T351,A23,11-09-2025 16:37,26.53,39.8,Afternoon,Low,26.93,Fog,2,254,0.0727,11.07,Weather,50.87,7.16,46.18
T352,A44,12-09-2025 16:06,14.08,21.12,Afternoon,High,18.74,Storm,3,218,0.6999,10.64,Incident,31.76,0.5,38.47
T353,A39,18-09-2025 01:34,23.8,35.7,Night,Medium,39.54,Clear,0,903,0.3804,8.86,Traffic,44.56,34.69,18.4
T354,A12,13-09-2025 09:41,17,25.5,Morning Peak,Low,36.64,Clear,0,873,0.1501,0.78,No Delay,26.28,0.29,31.26
T355,A46,02-09-2025 05:40,28.15,42.23,Afternoon,High,15.18,Storm,3,232,0.6786,12.49,Incident,54.72,45.45,15.96
T356,A12,23-09-2025 23:00,4.27,6.4,Night,Medium,46.7,Clear,0,966,0.0432,0.04,No Delay,6.44,4.34,7.96
T357,A18,11-09-2025 14:05,2.6,3.9,Night,High,51.66,Rain,1,503,0.1979,0.93,Weather,4.83,3.79,3.78
T358,A46,26-09-2025 18:45,24.91,37.37,Night,Low,44.44,Clear,0,977,0,0.24,No Delay,37.61,14.85,24.85
T359,A48,20-09-2025 00:49,24.3,36.45,Afternoon,Low,43.18,Clear,0,1049,0,1.64,No Delay,38.09,21.45,20.71
T360,A36,04-09-2025 07:54,29.38,44.07,Evening Peak,High,24.45,Clear,0,746,0.0249,21.52,Incident,65.59,15.63,49.06
T361,A26,14-09-2025 23:08,11.01,16.52,Afternoon,Low,48.4,Clear,0,986,0.0863,-0.5,No Delay,16.02,8.93,13.19
T362,A39,08-09-2025 09:28,7.69,11.54,Evening Peak,Medium,42.58,Clear,0,872,0.0849,-0.45,No Delay,11.09,0.66,15.3
T363,A3,20-09-2025 17:40,8.93,13.39,Afternoon,Low,28.43,Fog,2,356,0.0151,1.61,Weather,15,8.95,9.42
T364,A13,18-09-2025 03:30,25.14,37.71,Evening Peak,High,38.24,Clear,0,910,0.2399,7.96,Traffic,45.67,27.49,25.91
T365,A22,28-09-2025 04:06,26.25,39.38,Night,Low,64.01,Clear,0,806,0.041,1.87,No Delay,41.25,29.91,13.8
T366,A3,18-09-2025 13:39,25.81,38.71,Afternoon,Low,21.43,Fog,2,298,0.362,5.62,Weather,44.33,28.12,21.91
T367,A11,27-09-2025 18:07,6.46,9.69,Evening Peak,Low,50.24,Clear,0,947,0.0858,0.43,No Delay,10.12,7.08,8.26
T368,A36,16-09-2025 00:10,10.11,15.16,Evening Peak,Low,46.55,Clear,0,771,0.0479,0.34,No Delay,15.5,12.81,10.3
T369,A26,14-09-2025 08:33,22.29,33.44,Night,Medium,40.86,Clear,0,946,0,0.64,No Delay,34.08,26.41,15.57
T370,A15,01-09-2025 09:32,5.79,8.68,Afternoon,High,18.41,Fog,2,262,0.8019,3.64,Incident,12.32,5.74,11.4
T371,A12,19-09-2025 21:12,13.09,19.63,Evening Peak,High,27.26,Fog,2,187,0.7739,7.92,Incident,27.55,23.29,8.72
T372,A44,05-09-2025 19:20,17.45,26.17,Morning Peak,Medium,23.15,Storm,3,119,0.6199,6.2,Weather,32.37,9.35,30.67
T373,A12,05-09-2025 22:55,2.15,3.23,Evening Peak,High,18.26,Clear,0,851,0.1284,1.48,Traffic,4.71,1.23,6.85
T374,A16,24-09-2025 18:48,27.81,41.71,Morning Peak,High,25.38,Clear,0,1011,0.0511,15.34,Traffic,57.05,1.48,56.67
T375,A5,11-09-2025 20:04,19.69,29.54,Evening Peak,Medium,32.27,Rain,1,641,0.1676,10.17,Traffic,39.71,3.35,43.82
T376,A22,16-09-2025 08:27,18.09,27.13,Night,High,9,Fog,2,172,0.6248,15.9,Incident,43.03,15.71,34.09
T377,A15,06-09-2025 15:07,14.23,21.34,Evening Peak,Medium,35.54,Fog,2,271,0.1814,3.27,Weather,24.61,3.1,29.7
T378,A21,17-09-2025 15:23,23.91,35.87,Afternoon,Low,26.67,Clear,0,824,0.0591,0.28,No Delay,36.15,13.99,29.27
T379,A40,27-09-2025 07:45,13.93,20.89,Morning Peak,Low,44.9,Clear,0,936,0.1238,-0.54,No Delay,20.35,18.13,7.05
T380,A15,27-09-2025 16:18,19.84,29.76,Morning Peak,High,10.96,Fog,2,224,1.3672,10.2,Incident,39.96,14.79,30
T381,A20,19-09-2025 13:03,13.33,20,Evening Peak,High,18.4,Rain,1,565,1.4386,11.86,Incident,31.86,4.45,30.51
T382,A31,17-09-2025 19:49,4.89,7.33,Evening Peak,High,24.38,Fog,2,278,0.6712,3.72,Incident,11.05,8.65,8.51
T383,A22,25-09-2025 01:13,29.42,44.13,Afternoon,Medium,34.61,Fog,2,194,0.1571,12.67,Weather,56.8,23.44,34.68
T384,A43,20-09-2025 09:12,7.94,11.91,Evening Peak,High,15.6,Rain,1,413,0.1689,2.62,Traffic,14.53,5.7,17.5
T385,A29,28-09-2025 19:07,8.15,12.23,Morning Peak,High,23.5,Clear,0,869,0.3965,2.75,Traffic,14.98,6.46,13.85
T386,A22,14-09-2025 19:24,7.35,11.03,Morning Peak,High,27.49,Clear,0,810,0.0947,5.45,Traffic,16.48,9.32,14.83
T387,A37,27-09-2025 03:23,14.06,21.09,Evening Peak,High,15.44,Clear,0,937,1.0766,12.23,Incident,33.32,10.38,26.62
T388,A23,12-09-2025 23:46,25.91,38.87,Night,Low,40.26,Clear,0,1029,0.0399,0.75,No Delay,39.62,32.56,11.1
T389,A3,17-09-2025 04:56,23.66,35.49,Afternoon,Low,50.28,Clear,0,930,0.1336,1.71,No Delay,37.2,10.76,33.45
T390,A26,16-09-2025 16:12,4.48,6.72,Morning Peak,High,26.17,Fog,2,233,0.1689,1.44,Traffic,8.16,1.32,13.83
